インスタンスタイプ,インスタンスファミリー,インスタンスサイズ,アベイラビリティーゾーン,無料利用枠の対象,無料トライアルが利用できます,ベアメタル,ハイパーバイザー,vCPU,アーキテクチャ,コア,有効なコア,コアごとのスレッド,コアあたり有効なスレッド,持続クロック速度 (GHz),メモリ (GiB),ストレージ (GB),ローカルインスタンスストレージ,ストレージタイプ,ストレージディスク数,EBS 暗号化のサポート,EBS 最適化のサポート,ネットワークパフォーマンス,ベースライン帯域幅 (Gbps),バースト帯域幅 (Gbps),ENA 対応,ネットワークインターフェイスの最大数,インターフェイスあたりの IPv4 アドレス,インターフェイスあたりの IPv6 アドレス,IPv6 サポート,サポートされているプレイスメントグループ戦略,GPU,FPGA,自動復旧のサポート,サポートされているルートデバイスタイプ,Dedicated Host のサポート,オンデマンド休止のサポート,バースト可能パフォーマンスのサポート,現行世代,ENA Express のサポート,オンデマンド Windows 料金(USD/時間),オンデマンド Linux 料金(USD/時間),オンデマンド SUSE 料金(USD/時間),オンデマンド RHEL 料金(USD/時間),"オンデマンド ap-northeast-1-tpe-1 Windows 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 SUSE 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 RHEL 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 Linux 料金(USD/時間)",最大帯域幅 (Mbps),最大スループット (MB/秒､128 KiB I/O),最大 IOPS (16 KiB I/O),ベースラインの帯域幅 (Mbps),ベースラインスループット (MB/秒、128 KiB I/O),ベースライン IOPS (16 KiB I/O)
m6idn.16xlarge,m6idn,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,256,3800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,9.496,6.552,6.677,6.682,,,,,40000,5000,175000,40000,5000,175000
m6idn.24xlarge,m6idn,24xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,5700,True,ssd,4,supported,default,150G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,14.244,9.828,9.953,9.958,,,,,60000,7500,262500,60000,7500,262500
m6idn.32xlarge,m6idn,32xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,7600,True,ssd,4,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,18.992,13.104,13.229,13.234,,,,,80000,10000,350000,80000,10000,350000
m6idn.metal,m6idn,metal,"az2, az1, az4",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,512,7600,True,ssd,4,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,18.992,13.104,13.229,13.234,,,,,80000,10000,350000,80000,10000,350000
m6in.large,m6in,large,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,8,-,-,-,-,supported,default,max 25G,3.125,25,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.27101,0.17901,0.23531,0.23901,,,,,20000,2500,87500,1250,156.25,5468
m6in.xlarge,m6in,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,-,-,-,-,supported,default,max 30G,6.25,30,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.54202,0.35802,0.41432,0.41802,,,,,20000,2500,87500,2500,312.5,10937
m6in.2xlarge,m6in,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,32,-,-,-,-,supported,default,max 40G,12.5,40,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.08404,0.71604,0.84104,0.84604,,,,,20000,2500,87500,5000,625,21875
m6in.4xlarge,m6in,4xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,64,-,-,-,-,supported,default,max 50G,25,50,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,2.16808,1.43208,1.55708,1.56208,,,,,20000,2500,87500,10000,1250,43750
m6in.8xlarge,m6in,8xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,128,-,-,-,-,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,4.33616,2.86416,2.98916,2.99416,,,,,20000,2500,87500,20000,2500,87500
m6in.12xlarge,m6in,12xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,192,-,-,-,-,supported,default,75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.50424,4.29624,4.42124,4.42624,,,,,30000,3750,131250,30000,3750,131250
m6in.16xlarge,m6in,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,256,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,8.67232,5.72832,5.85332,5.85832,,,,,40000,5000,175000,40000,5000,175000
m6in.24xlarge,m6in,24xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,-,-,-,-,supported,default,150G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,13.00848,8.59248,8.71748,8.72248,,,,,60000,7500,262500,60000,7500,262500
m6in.32xlarge,m6in,32xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,-,-,-,-,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,17.34464,11.45664,11.58164,11.58664,,,,,80000,10000,350000,80000,10000,350000
m6in.metal,m6in,metal,"az1, az4, az2",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,512,-,-,-,-,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,17.34464,11.45664,11.58164,11.58664,,,,,80000,10000,350000,80000,10000,350000
m7g.medium,m7g,medium,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.6,4,-,-,-,-,supported,default,max 12.5G,0.52,12.5,required,2,4,4,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0527,0.109,0.1127,,,,,10000,1250,40000,315,39.38,2500
m7g.large,m7g,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.6,8,-,-,-,-,supported,default,max 12.5G,0.937,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.1054,0.1617,0.1654,,,,,10000,1250,40000,630,78.75,3600
m7g.xlarge,m7g,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,16,-,-,-,-,supported,default,max 12.5G,1.876,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.2108,0.2671,0.2708,,,,,10000,1250,40000,1250,156.25,6000
m7g.2xlarge,m7g,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,-,-,-,-,supported,default,max 15G,3.75,15,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.4216,0.5466,0.5516,,,,,10000,1250,40000,2500,312.5,12000
m7g.4xlarge,m7g,4xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,64,-,-,-,-,supported,default,max 15G,7.5,15,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.8432,0.9682,0.9732,,,,,10000,1250,40000,5000,625,20000
m7g.8xlarge,m7g,8xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,128,-,-,-,-,supported,default,15G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,1.6864,1.8114,1.8164,,,,,10000,1250,40000,10000,1250,40000
m7g.12xlarge,m7g,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,192,-,-,-,-,supported,default,22.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,2.5296,2.6546,2.6596,,,,,15000,1875,60000,15000,1875,60000
m7g.16xlarge,m7g,16xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,256,-,-,-,-,supported,default,30G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,3.3728,3.4978,3.5028,,,,,20000,2500,80000,20000,2500,80000
m7g.metal,m7g,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,64,arm64,64,-,1,-,2.6,256,-,-,-,-,supported,default,30G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,3.3728,3.4978,3.5028,,,,,20000,2500,80000,20000,2500,80000
mac1.metal,mac1,metal,"az4, az1",FALSE,FALSE,TRUE,,12,x86_64_mac,6,-,2,-,3.2,32,-,-,-,-,supported,default,25G,-,-,required,8,30,30,True,"partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,,,,,,,,14000,1750,80000,14000,1750,80000
p2.xlarge,p2,xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,4,x86_64,2,"1,2",2,"1,2",2.7,61,-,-,-,-,supported,default,高,-,-,supported,4,15,15,True,"cluster, partition, spread",1,-,True,ebs,True,-,-,TRUE,FALSE,1.726,1.542,1.642,1.602,,,,,750,93.75,6000,750,93.75,6000
p2.8xlarge,p2,8xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,488,-,-,-,-,supported,default,10G,-,-,supported,8,30,30,True,"cluster, partition, spread",8,-,True,ebs,True,-,-,TRUE,FALSE,13.808,12.336,12.436,12.466,,,,,5000,625,32500,5000,625,32500
p2.16xlarge,p2,16xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,732,-,-,-,-,supported,default,25G,-,-,supported,8,30,30,True,"cluster, partition, spread",16,-,True,ebs,True,-,-,TRUE,FALSE,27.616,24.672,24.772,24.802,,,,,10000,1250,65000,10000,1250,65000
p3.2xlarge,p3,2xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.7,61,-,-,-,-,supported,default,max 10G,-,-,supported,4,15,15,True,"cluster, partition, spread",1,-,True,ebs,True,-,-,TRUE,FALSE,4.562,4.194,4.294,4.324,,,,,1750,218.75,10000,1750,218.75,10000
p3.8xlarge,p3,8xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,244,-,-,-,-,supported,default,10G,-,-,supported,8,30,30,True,"cluster, partition, spread",4,-,True,ebs,True,-,-,TRUE,FALSE,18.248,16.776,16.876,16.906,,,,,7000,875,40000,7000,875,40000
p3.16xlarge,p3,16xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.7,488,-,-,-,-,supported,default,25G,-,-,supported,8,30,30,True,"cluster, partition, spread",8,-,True,ebs,True,-,-,TRUE,FALSE,36.496,33.552,33.652,33.682,,,,,14000,1750,80000,14000,1750,80000
p3dn.24xlarge,p3dn,24xlarge,az4,FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,768,1800,True,ssd,2,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",8,-,-,ebs,-,-,-,TRUE,FALSE,47.199,42.783,42.908,42.913,,,,,19000,2375,80000,19000,2375,80000
p4d.24xlarge,p4d,24xlarge,az4,FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3,1152,8000,True,ssd,8,supported,default,4x 100G,-,-,required,60,50,50,True,"cluster, partition, spread",8,-,-,ebs,True,-,-,TRUE,FALSE,,44.92215,45.04715,45.05215,,,,,19000,2375,80000,19000,2375,80000
r3.large,r3,large,"az4, az1",FALSE,FALSE,FALSE,xen,2,x86_64,1,1,2,"1,2",2.5,15,32,True,ssd,1,supported,unsupported,中,-,-,unsupported,3,10,10,True,"cluster, partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,0.3,0.2,0.3,0.26,,,,,-,-,-,-,-,-
r3.xlarge,r3,xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,80,True,ssd,1,supported,supported,中,-,-,unsupported,4,15,15,True,"cluster, partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,0.599,0.399,0.499,0.459,,,,,500,62.5,4000,500,62.5,0
r3.2xlarge,r3,2xlarge,"az1, az4",FALSE,FALSE,FALSE,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,61,160,True,ssd,1,supported,supported,高,-,-,unsupported,4,15,15,True,"cluster, partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,1.177,0.798,0.898,0.928,,,,,1000,125,8000,1000,125,0
r3.4xlarge,r3,4xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.5,122,320,True,ssd,1,supported,supported,高,-,-,unsupported,8,30,30,True,"cluster, partition, spread",-,-,True,"ebs, instance-store",True,True,-,FALSE,FALSE,2.276,1.596,1.696,1.726,,,,,2000,250,16000,2000,250,0
r3.8xlarge,r3,8xlarge,"az4, az1",FALSE,FALSE,FALSE,xen,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,244,640,True,ssd,2,supported,unsupported,10G,-,-,unsupported,8,30,30,True,"cluster, partition, spread",-,-,True,"ebs, instance-store",True,-,-,FALSE,FALSE,4.25,3.192,3.292,3.322,,,,,-,-,-,-,-,-
r4.large,r4,large,"az4, az1, az2",FALSE,FALSE,FALSE,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,-,-,-,-,supported,default,max 10G,0.75,10,supported,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,0.252,0.16,0.26,0.22,,,,,425,53.125,3000,425,53.125,3000
r4.xlarge,r4,xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,-,-,-,-,supported,default,max 10G,1.25,10,supported,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,0.504,0.32,0.42,0.38,,,,,850,106.25,6000,850,106.25,6000
r4.2xlarge,r4,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,-,-,-,-,supported,default,max 10G,2.5,10,supported,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,1.008,0.64,0.74,0.77,,,,,1700,212.5,12000,1700,212.5,12000
r4.4xlarge,r4,4xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,-,-,-,-,supported,default,max 10G,5,10,supported,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,FALSE,FALSE,2.016,1.28,1.38,1.41,,,,,3500,437.5,18750,3500,437.5,18750
r4.8xlarge,r4,8xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.3,244,-,-,-,-,supported,default,10G,-,-,supported,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,FALSE,FALSE,4.032,2.56,2.66,2.69,,,,,7000,875,37500,7000,875,37500
r4.16xlarge,r4,16xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,-,-,-,-,supported,default,25G,-,-,supported,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,FALSE,FALSE,8.064,5.12,5.22,5.25,,,,,14000,1750,75000,14000,1750,75000
r5.large,r5,large,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.244,0.152,0.208,0.212,,,,,4750,593.75,18750,650,81.25,3600
r5.xlarge,r5,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",3.1,32,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.488,0.304,0.36,0.364,,,,,4750,593.75,18750,1150,143.75,6000
r5.2xlarge,r5,2xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.976,0.608,0.733,0.738,1.128,0.885,0.89,0.76,4750,593.75,18750,2300,287.5,12000
r5.4xlarge,r5,4xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,1.952,1.216,1.341,1.346,,,,,4750,593.75,18750,4750,593.75,18750
r5.8xlarge,r5,8xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,3.904,2.432,2.557,2.562,,,,,6800,850,30000,6800,850,30000
r5.12xlarge,r5,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.856,3.648,3.773,3.778,,,,,9500,1187.5,40000,9500,1187.5,40000
r5.16xlarge,r5,16xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,7.808,4.864,4.989,4.994,,,,,13600,1700,60000,13600,1700,60000
r5.24xlarge,r5,24xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.712,7.296,7.421,7.426,,,,,19000,2375,80000,19000,2375,80000
r5.metal,r5,metal,"az1, az2, az4",FALSE,FALSE,TRUE,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.712,7.296,7.421,7.426,,,,,19000,2375,80000,19000,2375,80000
r5a.large,r5a,large,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",2.5,16,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.229,0.137,0.193,0.197,,,,,2880,360,16000,650,81.25,3600
r5a.xlarge,r5a,xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",2.5,32,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.458,0.274,0.33,0.334,,,,,2880,360,16000,1085,135.62,6000
r5a.2xlarge,r5a,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,64,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,0.916,0.548,0.673,0.678,,,,,2880,360,16000,1580,197.5,8333
r5a.4xlarge,r5a,4xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,128,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,True,-,TRUE,FALSE,1.832,1.096,1.221,1.226,,,,,2880,360,16000,2880,360,16000
r5a.8xlarge,r5a,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,-,-,-,-,supported,default,max 10G,7.5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,3.664,2.192,2.317,2.322,,,,,4750,593.75,20000,4750,593.75,20000
r5a.12xlarge,r5a,12xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,384,-,-,-,-,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,5.496,3.288,3.413,3.418,,,,,6780,847.5,30000,6780,847.5,30000
r5a.16xlarge,r5a,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,512,-,-,-,-,supported,default,12G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,7.328,4.384,4.509,4.514,,,,,9500,1187.5,40000,9500,1187.5,40000
r5a.24xlarge,r5a,24xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,768,-,-,-,-,supported,default,20G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,10.992,6.576,6.701,6.706,,,,,13570,1696.25,60000,13570,1696.25,60000
r5ad.large,r5ad,large,"az4, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",2.2,16,75,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,0.251,0.159,0.215,0.219,,,,,2880,360,16000,650,81.25,3600
r5ad.xlarge,r5ad,xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,2,2,"1,2",2.2,32,150,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,0.502,0.318,0.374,0.378,,,,,2880,360,16000,1085,135.62,6000
r5ad.2xlarge,r5ad,2xlarge,"az4, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,64,300,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,1.004,0.636,0.761,0.766,,,,,2880,360,16000,1580,197.5,8333
r5ad.4xlarge,r5ad,4xlarge,"az4, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.2,128,600,True,ssd,2,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,True,-,TRUE,FALSE,2.008,1.272,1.397,1.402,,,,,2880,360,16000,2880,360,16000
r5ad.8xlarge,r5ad,8xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,True,ssd,2,supported,default,max 10G,7.5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,4.016,2.544,2.669,2.674,,,,,4750,593.75,20000,4750,593.75,20000
r5ad.12xlarge,r5ad,12xlarge,"az2, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.2,384,1800,True,ssd,2,supported,default,10G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,-,-,-,TRUE,FALSE,6.024,3.816,3.941,3.946,,,,,6780,847.5,30000,6780,847.5,30000
